response_id,condition,age,gender,ethnicity,nationality,sample,pomsdsf1_1,pomsdsf2_1,pomsdsf3_1,pomsdsf4_1,pomsdsf5_1,pomsdsf6_1,pomsdsf7_1,pomsdsf8_1,pomsvsf1_1,pomsvsf2_1,pomsvsf3_1,pomsvsf4_1,pomsvsf5_1,pomsdsf1_2,pomsdsf2_2,pomsdsf3_2,pomsdsf4_2,pomsdsf5_2,pomsdsf6_2,pomsdsf7_2,pomsdsf8_2,pomsvsf1_2,pomsvsf2_2,pomsvsf3_2,pomsvsf4_2,pomsvsf5_2,pomsdsf1_3,pomsdsf2_3,pomsdsf3_3,pomsdsf4_3,pomsdsf5_3,pomsdsf6_3,pomsdsf7_3,pomsdsf8_3,pomsvsf1_3,pomsvsf2_3,pomsvsf3_3,pomsvsf4_3,pomsvsf5_3,muisc_info4_1,lpq1_1,lpq2_1,lpq3_1,rrq1_1,rrq2_1,rrq3_1,rrq4_1,rrq5_1,rrq6_1,rrq7_1,rrq8_1,rrq9_1,rrq10_1,rrq11_1,rrq12_1,mars1_1,mars2_1,mars3_1,mars4_1,mars5_1,mars6_1,mars7_1,mars8_1,mars9_1,mars10_1,mars11_1,mars12_1,mars13_1,mars14_1,mars15_1,self_selected_song1,rrq6_orig,rrq9_orig,rrq10_orig,sad_baseline,sad_postinduction,sad_postlistening,pos_baseline,pos_postinduction,pos_postlistening,rum
R_2rw4mEOSlhvDAQX,control,20,1,2,Kazakh,1,1,1,1,1,1,1,1,1,3,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,1,NA,NA,NA,NA,3,4,3,4,3,4,4,4,3,4,3,3,5,4,2,4,3,4,5,4,4,3,3,4,4,4,4,NA,2,3,2,8,14,9,12,5,11,3.5
R_3PCe5RQsGodvBU1,control,18,1,2,Srilankan,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,4,4,4,3,4,4,4,4,4,4,4,6,5,3,2,6,5,4,5,5,3,5,4,3,3,4,NA,2,2,2,12,12,8,10,6,5,3.75
R_1fdWJRduNdKPcxB,sad,18,2,2,Chinese,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,2,1,2,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,4,4,4,3,4,4,5,2,4,2,2,7,5,3,4,4,5,5,5,5,4,3,4,4,3,5,NA,2,4,2,8,14,12,6,5,5,3.5
R_1P4Zl0bWUv9jHYN,self,18,1,1,Australian,1,1,1,1,2,2,1,3,1,3,2,2,2,2,1,4,2,3,2,1,3,1,1,1,1,1,1,1,3,2,1,1,1,2,1,2,1,1,1,1,5,4,1,4,4,4,4,3,5,3,4,4,4,5,5,4,7,6,2,2,2,7,6,5,6,1,6,6,2,4,6,The Fault in our Stars - Troye Sivan,3,2,1,12,17,12,11,5,6,4.083333333333333
R_21vUTIGQtovM8qL,control,19,2,3,Iranian,1,2,2,2,3,3,2,2,2,3,3,3,3,3,4,5,4,4,3,3,4,3,2,2,2,2,2,5,3,2,4,4,4,4,4,2,2,2,2,2,NA,NA,NA,NA,3,5,4,5,4,4,5,5,4,4,4,4,6,6,2,5,1,5,7,6,6,2,6,6,2,4,6,NA,2,2,2,18,30,30,15,10,10,4.25
R_31Wxe76c49042yd,self,18,1,1,Australian,1,1,1,1,2,2,1,2,1,4,5,3,4,4,2,3,2,1,2,2,1,1,3,4,3,3,3,2,1,1,1,2,1,1,1,3,4,4,4,4,2,2,2,2,4,5,5,5,5,4,4,4,4,4,3,1,5,7,3,2,6,5,7,6,6,2,5,4,2,2,6,One more time- Daft Punk,2,2,2,11,14,10,20,16,19,4
R_PCAxQ9hClRefuV3,sad,19,2,2,China,1,2,1,2,1,1,1,1,1,3,3,2,2,2,2,2,2,1,1,1,2,1,2,2,3,2,3,2,2,1,1,1,1,1,1,2,2,3,2,3,4,3,3,3,4,3,3,4,4,4,4,4,3,4,3,3,5,5,2,3,3,4,5,5,4,2,4,4,5,3,4,NA,2,3,2,10,12,10,12,12,12,3.5833333333333335
R_3McejswcWlw5uAW,sad,18,2,2,South Korean,1,1,1,2,1,1,1,1,1,2,3,3,2,1,2,4,3,2,1,1,2,2,1,2,1,1,1,2,2,3,2,3,1,3,2,1,1,1,1,1,4,1,4,4,3,4,4,4,5,5,4,5,5,2,4,2,6,7,1,4,4,7,6,7,7,2,4,7,4,6,6,NA,1,1,4,9,17,18,11,6,5,3.9166666666666665
R_2e5d5k2cYNukRRu,control,19,1,1,Australian,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,NA,NA,NA,NA,4,2,4,4,2,4,4,4,4,4,4,2,6,6,2,2,3,6,5,5,6,1,3,5,3,3,4,NA,2,2,2,8,17,10,13,9,9,3.5
R_24kCySlcc7zBeTC,self,21,1,1,Australian,1,1,2,1,1,1,2,1,1,3,3,3,3,3,1,2,1,1,1,2,1,1,3,3,3,3,3,1,2,1,1,1,2,1,1,4,3,3,3,3,3,4,3,3,2,4,4,4,4,3,2,2,3,3,2,3,3,4,2,2,4,5,4,4,5,3,2,4,4,1,4,O Fortuna - Seiji Ozawa,3,3,3,10,10,10,15,15,16,3
R_4HJVCeOzmvVyCxr,control,22,2,2,Chinese,1,1,1,2,1,1,1,1,1,4,4,4,4,3,4,4,4,5,4,4,5,3,3,3,3,2,3,3,2,3,3,3,2,2,1,2,2,2,1,3,NA,NA,NA,NA,4,4,4,4,5,4,4,4,4,4,4,4,7,5,2,6,4,7,7,6,6,2,6,6,2,5,7,NA,2,2,2,9,33,19,19,14,10,4.083333333333333
R_10YJCLRzR7m6Hhi,self,22,2,1,Australian,1,2,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,4,4,5,5,5,4,4,4,3,5,4,4,5,5,3,2,4,4,5,4,4,2,2,4,3,4,5,Keep the Streets Empty For Me - Fever Ray,2,3,1,18,13,10,5,5,5,4.25
R_2SjkMTGSG0DrRk7,sad,23,2,1,French,1,1,1,1,1,1,1,1,1,5,3,3,3,4,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,4,3,2,3,2,2,4,3,1,2,3,4,2,2,2,2,4,6,3,2,2,6,5,4,3,1,5,3,2,1,4,NA,4,4,4,8,13,11,18,5,5,2.4166666666666665
R_2cwj2HNP4B1Hbzh,sad,19,2,2,Chinese,1,1,1,1,1,1,1,1,1,4,3,3,3,3,2,4,4,3,3,4,2,1,2,2,2,1,2,1,2,3,2,1,2,1,1,2,2,1,1,1,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,6,3,4,5,6,4,2,4,4,4,4,4,NA,NA,NA,NA,8,23,13,16,9,7,NaN
R_voFCoEOGlQFYLK1,control,18,2,3,Australian,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,3,3,2,2,3,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,4,3,4,5,5,4,3,3,5,5,4,5,5,4,4,2,4,5,3,4,2,4,4,4,2,4,NA,1,3,1,8,20,10,15,6,5,4
R_2tDuQbw7A7f6UoC,control,18,2,1,South African,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,NA,NA,NA,NA,4,4,4,5,4,4,3,2,3,1,3,2,6,5,3,1,5,7,6,4,7,2,5,4,2,2,7,NA,2,3,5,9,11,9,10,7,8,3.25
R_1ITtx7AV2fPaSX4,self,18,1,5,Greek,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,2,4,2,4,4,4,4,2,4,4,4,3,3,3,5,5,3,2,3,5,6,6,6,2,4,5,3,2,5,Chasing Cars - Snow Patrol,4,2,3,8,31,16,15,12,15,3.4166666666666665
R_2ZCZw9ep1OeoQH2,sad,18,1,1,Australian,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,1,1,1,1,1,5,2,3,4,4,4,3,4,4,4,2,4,4,5,4,4,6,6,2,2,2,6,6,6,2,2,6,6,2,2,4,NA,2,2,1,8,14,19,15,10,5,3.8333333333333335
R_BW03zEyuB9gC3dL,self,19,2,1,Australian,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,5,4,4,5,4,1,1,1,1,1,1,4,4,5,3,4,4,4,1,1,1,1,1,1,5,2,5,5,4,4,4,4,4,4,4,4,4,5,4,4,6,4,1,1,4,7,5,5,5,1,5,5,1,5,7,I'm not the only one- Sam Smith,2,2,1,9,33,29,5,5,5,4.083333333333333
R_1HdFvaljOB8G3EA,sad,21,1,1,Australian,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,5,1,2,2,2,2,2,3,3,3,3,4,3,4,2,2,6,5,3,7,2,5,5,5,5,2,4,4,3,2,4,NA,3,3,2,11,11,12,5,5,5,2.75
R_1eWworSpH4b6rZ7,control,21,2,2,Indian,1,3,3,2,3,2,2,2,3,3,4,3,2,3,3,5,4,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,3,3,3,2,NA,NA,NA,NA,4,5,4,5,4,4,4,4,4,3,4,3,6,5,2,2,3,6,5,4,5,2,6,3,4,3,4,NA,2,2,3,20,23,19,15,11,13,4
R_81ReChptDqtYU6d,self,18,2,5,Australian,1,2,1,1,1,2,1,1,1,4,4,3,3,3,3,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,4,2,3,2,4,4,4,4,4,4,4,4,4,4,3,6,7,2,1,2,6,6,6,4,1,6,3,1,3,5,Jellyfish - Ocean Alley,2,2,2,10,16,8,17,5,7,3.75
R_2wQQsT3tP0d7uen,control,18,1,1,Australian,1,1,1,2,2,2,1,2,1,4,3,4,4,4,2,2,2,1,2,1,2,1,4,3,3,3,3,1,2,2,2,1,1,2,1,4,3,4,3,3,NA,NA,NA,NA,2,2,2,4,2,2,2,2,2,2,2,2,6,6,2,2,3,6,5,5,6,2,5,5,2,1,5,NA,4,4,4,12,13,12,19,16,17,2.1666666666666665
R_201jSIGoZ4A175H,sad,20,1,1,Aus,1,1,2,2,1,2,1,1,1,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,4,4,2,4,4,4,4,4,3,2,4,4,2,3,3,3,6,6,2,2,2,5,5,6,6,2,6,6,3,5,6,NA,4,4,3,11,21,14,15,8,9,3.3333333333333335
R_3et9hJ7ozUf8hZ7,sad,23,2,1,Norwegian,1,1,1,1,1,2,1,1,1,4,3,4,4,3,1,2,2,1,1,1,1,1,3,4,4,4,3,1,2,2,1,1,1,1,1,3,3,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,3,4,4,7,6,1,1,3,7,6,6,4,2,5,5,2,4,6,NA,2,2,3,9,10,10,18,18,17,3.9166666666666665
R_2yqnTNRfi1ez3EJ,control,18,2,1,Australian,1,2,1,1,1,1,1,1,1,4,3,3,3,3,5,5,4,2,2,4,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,4,4,5,3,4,4,4,4,5,4,4,7,4,1,1,1,7,6,6,7,2,6,7,1,4,6,NA,2,2,1,9,26,11,16,5,5,4.083333333333333
R_2V8ce2qdIeNrsDa,sad,19,2,1,Australian,1,2,1,1,1,2,2,1,1,3,3,2,2,3,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,4,4,4,4,4,5,4,2,4,4,4,6,6,3,2,2,6,5,5,5,2,5,5,4,4,4,NA,2,4,2,11,31,16,13,10,10,3.9166666666666665
R_2Vx2fnREm1G1nBe,self,20,1,1,Australian,1,2,2,1,1,1,1,2,1,3,4,4,3,3,2,3,3,2,2,1,2,1,3,3,3,2,3,1,1,1,1,1,1,1,1,5,4,5,4,4,1,5,1,4,4,4,4,4,4,4,4,5,4,4,4,3,6,4,1,4,4,6,6,6,6,3,6,4,2,4,5,Lullaby - Cat Empire,2,2,2,11,16,8,17,14,22,4
R_sTFyHEo5wzLfGp3,sad,18,2,1,Australian,1,2,1,3,3,3,1,2,2,2,1,1,1,1,3,3,3,3,3,2,4,2,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,3,4,2,2,4,5,4,5,5,4,5,4,4,5,4,5,4,4,3,2,5,5,5,5,5,4,4,4,4,2,5,NA,2,2,1,17,23,17,6,5,5,4.5
R_1hJRcuJ1pE5jUTO,self,22,2,2,china,1,4,3,3,3,2,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,3,4,4,4,4,2,4,4,2,4,2,3,3,3,7,6,1,6,5,5,6,6,2,2,4,5,3,2,2,Good boy-Bigbang,2,4,3,21,32,8,16,10,20,3.25
R_2TotMoYPhMNT92j,control,18,2,1,Australian,1,1,1,1,1,2,1,1,1,3,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,3,2,2,4,3,4,4,3,4,2,3,6,6,4,3,2,7,5,5,6,2,6,4,2,4,4,NA,3,3,2,9,9,10,11,7,5,3
R_1F56k5KkSYaL28m,control,23,1,2,South Korean,1,2,3,3,2,2,2,2,2,3,2,3,2,2,3,4,3,3,2,2,2,3,1,2,1,2,1,3,3,3,3,3,2,2,2,3,3,3,3,4,NA,NA,NA,NA,4,4,3,2,2,2,4,2,2,2,2,2,4,5,3,2,5,5,5,5,4,3,2,5,2,4,5,NA,4,4,4,18,22,21,12,7,16,2.5833333333333335
R_1nUUn7OGYuAAw4F,control,19,1,2,Australian,1,1,1,2,1,1,1,1,1,3,4,3,3,4,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,3,2,2,2,NA,NA,NA,NA,5,4,4,4,4,5,4,4,5,5,5,5,5,5,2,4,1,5,5,4,5,1,3,5,5,4,5,NA,1,1,1,9,11,12,17,7,11,4.5
R_Z9SD9f7ZdaEjoat,control,25,2,1,Australian,1,1,2,2,1,1,1,1,1,2,2,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,3,2,5,4,4,4,4,4,4,3,3,6,6,3,1,4,6,6,6,7,1,6,5,3,1,4,NA,2,2,2,10,13,9,12,5,5,3.5
R_2P5LBYk0XeXrFjJ,sad,19,2,1,Australian,1,1,1,1,1,1,1,1,1,3,4,4,2,3,4,5,4,1,2,4,4,1,3,2,2,1,2,2,2,2,1,1,3,1,1,2,2,2,1,1,4,4,1,3,4,4,4,4,3,3,2,4,4,4,4,1,5,4,2,1,3,6,7,5,5,1,3,5,1,4,5,NA,3,2,2,8,25,13,16,10,8,3.4166666666666665
R_24isnmpuAuAVmnc,sad,22,2,1,australian,1,2,1,1,2,2,1,1,1,3,2,2,2,1,3,4,3,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,5,2,2,3,2,4,2,2,2,3,4,2,3,2,2,6,4,2,2,5,4,6,5,4,2,4,4,3,2,4,NA,4,4,3,11,19,9,10,7,6,2.5833333333333335
R_27DaU5uyTjpf7kx,sad,21,1,2,Australian,1,2,1,1,1,1,1,1,1,2,2,3,2,3,2,3,2,1,1,1,2,1,2,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,4,3,3,3,3,5,4,5,5,5,5,5,4,4,3,4,4,5,2,1,2,4,4,4,2,1,4,5,3,1,4,NA,1,2,2,9,13,12,12,11,8,4.333333333333333
R_yW2sUgYrEUnulsR,self,19,2,1,USA,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,2,3,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,4,2,3,5,4,4,4,4,4,4,4,4,4,4,3,5,6,3,2,3,5,5,5,5,3,5,5,4,5,5,Fast Car - Tracy Chapman,2,2,2,11,20,10,10,6,10,4
R_1nTmv4wx1DJV1Y9,self,20,2,2,Malaysian,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,4,1,2,NA,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,4,5,1,5,3,3,3,4,2,3,3,3,3,5,1,3,5,4,1,4,3,6,5,7,5,1,4,7,2,7,7,2am - Anna Nalick,3,3,1,11,NA,12,9,5,5,3
R_1f2GmFHrWn18Mf1,sad,19,2,2,Bruneian,1,1,1,2,2,2,1,2,2,2,2,2,1,1,4,4,3,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,4,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,5,4,2,2,4,4,4,4,4,3,4,4,4,3,3,NA,2,2,2,13,21,13,8,6,6,3.75
R_24I5LAy2yuV0prS,control,19,2,1,Australian,1,3,1,1,2,2,1,1,1,2,2,1,1,1,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,6,2,1,4,5,6,5,5,1,4,5,2,1,4,NA,2,2,2,12,18,8,7,5,5,4
R_3sigyxC6JSfAZy5,sad,19,2,1,Australian,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,2,3,4,4,4,4,5,5,4,4,5,5,4,4,5,5,3,4,3,5,4,5,4,2,4,5,6,3,6,NA,1,1,1,10,13,9,7,5,5,4.333333333333333
R_2Qoh16mCsbScq3K,self,21,2,2,Singaporean,1,1,1,2,1,1,1,1,1,3,3,3,2,1,3,3,2,1,1,1,2,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,2,4,3,5,3,3,4,4,2,2,3,1,5,6,3,2,5,7,4,5,3,2,6,4,3,2,7,No Promises-Shayne Ward,3,4,4,9,14,12,12,6,5,3
R_2TuXRVver7KELAC,self,18,1,1,Australian,1,2,1,1,1,2,2,1,2,2,2,3,2,3,2,3,2,2,2,2,1,2,1,1,2,2,1,2,3,2,1,1,1,1,2,2,1,1,1,2,4,5,3,4,4,4,4,5,4,4,3,4,4,4,3,3,6,6,3,2,3,5,5,5,6,2,5,4,4,4,5,Run - Leona Lewis,2,2,2,12,16,13,12,7,7,3.8333333333333335
R_28Tmgak2xE9TUTP,control,20,2,2,Singaporean,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,5,5,5,5,3,4,4,4,2,4,NA,2,2,2,16,18,16,7,9,6,4
R_3hiKyrW6LwMdmSA,self,18,2,1,Australian,1,2,2,3,1,2,3,1,1,2,3,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,3,2,2,1,1,3,4,3,3,4,4,3,2,4,4,3,5,5,4,4,3,6,5,1,1,1,7,5,6,6,2,5,7,2,6,7,Great Are You Lord - Casting Crowns,2,1,2,15,12,10,9,7,9,3.75
R_2Xjmdrxse2fH7Oq,control,21,1,2,New Zealand,1,3,2,1,2,1,1,2,1,4,4,3,3,3,2,3,2,1,1,1,2,1,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,4,5,4,4,4,4,4,4,2,4,4,3,7,7,1,1,1,6,6,6,7,2,4,6,3,4,7,NA,2,4,2,13,13,8,17,12,5,3.8333333333333335
R_2qCRiQCR3LAj7wB,self,18,2,1,Australian,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,3,2,1,1,1,1,1,2,3,3,2,2,2,2,1,2,1,1,1,1,3,4,2,5,4,5,5,4,4,4,4,4,4,5,3,5,6,5,3,2,3,5,6,5,5,3,4,4,3,4,4,Where You're At - Allen Stone,2,2,1,8,19,17,10,5,6,4.25
R_3QDeXuX4cnCHckI,sad,18,2,2,thai,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,3,2,2,3,2,4,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,4,3,3,3,4,4,5,5,4,4,4,5,4,4,4,4,6,5,4,5,5,6,6,5,5,4,2,4,3,3,3,NA,2,2,2,9,20,11,10,5,5,4.25
R_31z0KyLsxhMzHsh,sad,25,2,1,Australia,1,2,1,1,1,2,1,1,1,3,3,2,2,1,5,5,1,1,1,2,1,1,2,3,3,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,3,4,4,4,4,3,5,5,4,2,3,4,4,4,4,3,4,5,1,3,4,6,4,5,4,3,5,4,4,5,7,NA,4,2,2,10,17,10,11,11,8,3.75
R_RetdsVoi3q2DSRX,control,22,2,5,Australian,2,1,2,1,1,1,1,1,1,4,4,5,4,3,4,5,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,4,4,4,2,4,2,4,2,4,3,3,5,6,1,4,7,6,6,6,4,1,5,6,2,4,7,NA,2,4,2,9,20,8,20,9,5,3.25
R_2QrlmVUc8kcgzme,self,20,2,1,Australian,2,2,1,1,2,2,2,1,1,3,2,2,4,3,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,3,4,2,4,4,4,4,4,4,4,4,5,4,2,4,4,5,6,3,2,2,6,7,6,6,2,6,7,3,4,5,Holocene - Bon Iver,2,2,4,12,15,10,14,11,10,3.9166666666666665
R_2scYwRmL64BtakW,control,18,1,1,Australian,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,3,3,3,3,NA,2,3,3,2,1,3,3,3,NA,NA,NA,NA,5,5,5,5,5,4,5,5,4,4,5,5,6,4,2,3,4,5,5,6,7,3,6,5,3,2,5,NA,2,2,2,22,24,NA,13,9,12,4.75
R_3dM2OjMcGpxykVw,self,19,2,2,Australian,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,5,4,4,4,4,4,4,4,5,4,3,3,4,4,5,2,5,4,4,3,2,4,4,4,1,4,Lean On (cover) - Christina Grimmie,2,2,1,11,12,10,5,5,5,4
R_2ZTuR0ojKEVNKdj,control,21,2,5,Japanese-Australian,2,2,1,2,1,3,1,2,1,2,3,3,2,1,4,5,5,5,4,4,4,3,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,4,5,5,5,5,4,5,5,2,4,4,5,5,5,2,2,3,5,4,4,5,2,5,4,3,4,5,NA,2,4,2,13,34,14,11,5,5,4.416666666666667
R_BxIg1kp06UwQvAZ,sad,21,2,1,Australian,2,5,3,4,3,5,2,5,4,1,1,3,1,1,5,5,4,5,3,3,4,4,1,1,1,1,1,5,3,3,3,4,3,4,3,1,1,1,1,1,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,2,4,5,7,4,4,2,1,6,5,3,4,6,NA,1,1,1,31,33,28,7,5,5,5
R_2zRNYswyDzab4xh,control,22,1,5,Ecuadorian,2,2,2,2,4,3,1,2,1,2,2,2,1,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,4,2,4,3,3,4,4,2,4,2,2,5,6,2,5,1,6,7,7,7,1,7,7,1,4,5,NA,3,4,2,17,12,8,9,6,5,3
R_1cYOFlYSNSeSMno,self,19,2,2,Australian,2,1,1,1,1,2,1,1,1,2,1,2,2,1,3,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,3,2,5,1,4,4,4,4,4,4,4,4,4,4,4,5,3,5,6,4,3,3,7,4,5,6,3,5,3,4,2,6,Butterfly - Jason Mraz,2,2,2,9,15,8,8,5,22,4
R_rrqtXcyZDwDeGqt,control,21,1,1,Australian,2,1,1,2,1,1,1,1,2,3,1,2,2,1,2,3,2,2,1,2,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,NA,NA,NA,NA,4,4,4,5,4,2,4,2,4,4,4,4,6,5,2,2,4,5,5,4,2,1,4,5,3,4,5,NA,4,2,2,10,17,11,9,5,8,3.75
R_BQAWhQnhNHKI3qp,self,23,2,5,Australian,2,3,3,3,3,3,3,3,3,1,1,1,1,1,4,4,4,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,7,6,2,4,4,6,6,6,5,2,2,6,4,2,4,Find me - Hyosung,1,1,1,24,27,24,5,5,5,5
R_SPr4y4070uj4pBD,sad,18,2,1,Australian,2,1,2,1,2,1,1,1,1,3,3,3,3,1,4,5,2,1,2,3,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,7,5,2,2,2,5,6,5,5,2,5,7,2,4,5,NA,2,2,2,10,20,10,13,8,5,4.416666666666667
R_3PXqliL2wIp9kVH,self,21,2,1,Australian,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,2,4,2,3,1,2,4,4,4,3,3,3,4,3,3,2,7,6,1,1,4,5,5,5,5,2,4,5,2,5,6,Stay Up Late - Talking Heads,3,2,3,8,17,8,15,9,19,3
R_2tgpLS7P2dLfmmh,control,24,2,5,American,2,1,1,1,1,2,1,1,1,2,3,2,2,3,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,2,2,2,4,2,2,4,4,2,2,2,2,4,5,3,2,2,5,5,4,4,3,4,4,3,3,4,NA,4,4,4,9,10,8,12,9,10,2.5
R_3pfNwJKdJaqURO3,sad,24,2,1,Australian,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,1,5,1,4,4,4,4,5,4,5,2,3,4,1,7,5,2,1,1,6,6,6,6,1,6,6,1,4,5,NA,1,4,3,8,20,8,15,10,10,3.4166666666666665
R_e2uMle2f0wT2QDL,sad,23,2,1,Australian,2,1,1,1,1,1,1,1,1,4,3,3,4,4,3,4,2,2,1,1,2,1,2,1,1,1,1,3,4,2,2,1,2,1,1,1,1,1,1,1,5,4,4,4,3,4,4,4,4,5,4,4,4,3,4,3,6,6,2,1,2,5,5,6,6,1,5,5,1,5,5,NA,1,2,3,8,16,16,18,6,5,3.8333333333333335
